comment_id,video_id,channel_name,sentimiento,prob_neg,prob_neu,prob_pos
Ugxf6gnAtXKqV1Q_zRd4AaABAg,WIUZtitfLRw,Quorum,NEU,0.073473535478115,0.5532758235931396,0.3732506334781647
UgxfUxJfY_pjvu9318Z4AaABAg,n8iP75gIpmw,Quorum,NEG,0.97584468126297,0.0188900548964738,0.0052651604637503
UgxfnbtuhVQuDILnXj14AaABAg,n8iP75gIpmw,Quorum,NEU,0.1707969307899475,0.704856276512146,0.124346800148487
Ugxgxziq7k4s9WwmauB4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,NEG,0.9381409883499146,0.0549297668039798,0.0069293091073632
UgxiEgXuexKPtHEwAQJ4AaABAg,OkXlHx0hx-8,Noticias Telemundo,NEG,0.9598485827445984,0.0352268181741237,0.0049246116541326
UgxiEgXuexKPtHEwAQJ4AaABAg.Aa9HLCNywwKAa9OgyseDes,OkXlHx0hx-8,Noticias Telemundo,NEG,0.9323515892028807,0.0623444728553295,0.0053039249032735
UgxiEgXuexKPtHEwAQJ4AaABAg.Aa9HLCNywwKAa9ZeEQh7n7,OkXlHx0hx-8,Noticias Telemundo,NEG,0.8376859426498413,0.1414828896522522,0.0208311975002288
Ugxj76_NAyOnh_vsgMV4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,POS,0.0024241351056843,0.0235341005027294,0.9740417003631592
UgxkcFai5KbeHyhGbnF4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,POS,0.1224028095602989,0.3064438700675964,0.5711533427238464
Ugxl5bLZ1llR9fV0V0l4AaABAg,n8iP75gIpmw,Quorum,NEG,0.8663551211357117,0.1045595929026603,0.0290853828191757
UgxoLjEjkngSVGZvO1N4AaABAg,j43HgwYFKfk,Quorum,NEU,0.1744926422834396,0.5716180205345154,0.253889262676239
Ugxoc10_rBva4f6IW2N4AaABAg,n8iP75gIpmw,Quorum,NEU,0.238459512591362,0.6776947379112244,0.0838456973433494
UgxovP0Yh3_qrKdrKrp4AaABAg,yLZS3JiEBg8,Quorum,NEG,0.903251886367798,0.0906389206647872,0.0061091613024473
UgxpFKbiejsVGSNIcTh4AaABAg,n8iP75gIpmw,Quorum,NEG,0.9473000168800354,0.0461168326437473,0.0065831067040562
UgxqEChOyWebtVaqy-V4AaABAg,n8iP75gIpmw,Quorum,NEU,0.2019903510808944,0.5743103623390198,0.2236993461847305
UgxqSfWMWvqMX8tiC5x4AaABAg,n8iP75gIpmw,Quorum,NEG,0.5992347598075867,0.3796982765197754,0.021067002788186
UgxrZBO3MtEqcgXAIEN4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,POS,0.002790501108393,0.0211534053087234,0.9760560989379884
UgxswojCyw1a0RuHVEp4AaABAg,3Nfp9h5avBI,Noticiero Guatevisión 13 Hrs.,NEU,0.1458610594272613,0.7918103337287903,0.0623286515474319
UgxuO_1lX_-jTQfAzZx4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,POS,0.0132818343117833,0.1331905722618103,0.8535275459289551
UgxudaO35O8XcM9Wu4t4AaABAg,3Nfp9h5avBI,Noticiero Guatevisión 13 Hrs.,NEG,0.9613690376281738,0.0323882512748241,0.0062426598742604
UgxvgdNqovIhqUZDxUx4AaABAg,j43HgwYFKfk,Quorum,NEG,0.6938776969909668,0.2958773374557495,0.0102449739351868
UgxvmbFNm6tYRX6yfLN4AaABAg,n8iP75gIpmw,Quorum,NEG,0.9272072315216064,0.0621857494115829,0.0106069073081016
Ugxvt0tvqY4UlDS2hoh4AaABAg,j43HgwYFKfk,Quorum,NEG,0.8233815431594849,0.1577400267124176,0.0188783667981624
UgxvxNmPMdRuRDptJQN4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,NEG,0.8530575633049011,0.1331997960805893,0.0137426406145095
Ugxw_1trnd8loD3302V4AaABAg,n8iP75gIpmw,Quorum,NEG,0.7945011854171753,0.1956639736890792,0.0098348399624228
UgxxNu7QTJHuAgFaEYN4AaABAg,n8iP75gIpmw,Quorum,NEG,0.9751594066619872,0.0217623934149742,0.0030781088862568
UgxxdDS3FUc53KWN3KF4AaABAg,OkXlHx0hx-8,Noticias Telemundo,NEG,0.8377261161804199,0.1557207852602005,0.006553151179105
Ugxy4k7pO6jFtwyDyFp4AaABAg,n8iP75gIpmw,Quorum,NEG,0.8759095668792725,0.1147478967905044,0.009342486038804
Ugxz9vnSvQJNt4YNbYV4AaABAg,WIUZtitfLRw,Quorum,NEG,0.976106584072113,0.0208770148456096,0.0030163815245032
UgxzETIqBajjXFTGd_R4AaABAg,yLZS3JiEBg8,Quorum,NEG,0.98257577419281,0.015115026384592,0.0023092667106539
UgxzN9_I9vkDCdX_8dN4AaABAg,n8iP75gIpmw,Quorum,NEG,0.8534358739852905,0.1265017241239547,0.0200624391436576
Ugy0LbKWrqUFhWPRoKN4AaABAg,n8iP75gIpmw,Quorum,NEG,0.9247673153877258,0.0655724853277206,0.0096602095291018
Ugy0LbKWrqUFhWPRoKN4AaABAg.A7epXgDRFjZA7f-Z-rKQOV,n8iP75gIpmw,Quorum,NEG,0.951772391796112,0.0378719605505466,0.0103555787354707
Ugy0dVAcWghuyCdAVS54AaABAg,n8iP75gIpmw,Quorum,NEG,0.965833842754364,0.0281115695834159,0.0060545448213815
Ugy1neHHTJYO0umhgLt4AaABAg,n8iP75gIpmw,Quorum,POS,0.014882487244904,0.4294381737709045,0.5556793808937073
Ugy2FaeBadbmVJj7F714AaABAg,n8iP75gIpmw,Quorum,NEG,0.9317326545715332,0.0644541680812835,0.0038131640758365
